record - leader,record - leader 1,record - leader 2,record - leader 3,001,001 1,001 2,008,008 1,008 2,008 3,008 4,008 5,008 6,008 6 1,008 6 2,035,035 2 $ $ $,035 2 $ $ $ 1,035 2 $ $ $ 2,035 3 $ $ $,035 4 $ $ $,035 4 $ $ $ 1,035 4 $ $ $ 2 Language of cataloging varies,035 5 $ $ $,040,040 2,040 3,040 4,245,245 1,245 organization,245 2,245 Author,245 2 1,245 publisher,245 unkown number,245 3,260,260 1,260 2,260 2 1,260 2 1 1,260 2 location,260 location,260 2 unknwon,260 2 unknown,260 3,260 orgnization,260 4 time,260 time 1 1,260 time,260 5,260 5 1,260 e,260 6,260 6 1,260 6 2,260 7,260 7 2 redundant information,310 1,310 2,310 3,310 4,310 5,310 6,336,337,338,653,264,264 1,264 2,264 2 1 time,264 2 2,264 2 2 1,264 2 2 2 organization,264 2 2 3 time,264 3,264 3 1 time,264 3 2,264 3 2 1,264 3 2 2,264 3 2 3,264 3 2 3 1 time,264 3 2 3 1 time 2,264 3 2 3 2 location,264 3 2 4,264 3 2 5 time,264 4,264 4 1,264 4 1 1,264 4 1 1 2 time,264 4 1 2 location,264 4 2,264 4 2 2 organization,264 4 3,264 4 3 2 time,264 5,264 5 1,264 5 1 2 location,264 5 2 organization,264 5 3 time,264 6,264 7,996,998,650,710,246,246 1,246 2,246 3,246 4,246 5,246 6,246 7,246 8,246 9,246 10,246 11,246 12,500,775,775 1,775 2 start with t,775 3,775 4 start with t,775 5,775 6,775 7,775 8,022,247,321,580,546,521,900,300,490,700,041,773,981,711,856,110,901,692,250,525,600,983,505,Column 44,Column 45,Column 46,Column 47,Column 48,Column 49,Column 50,Column 51,Column 52,Column 53,Column 54,Column 55,Column 56,Column 57,Column 58
00718nas  2200217u  4500,718,nas,  2200217u  4500,994872140101480,99487214,101480,840524d19821985be mr|p||     0|||a|dut c,840524,d,1982,1985,be, mr|p||     0|||a|du, mr|p||     0|||a|,du,^$ $ $a(BeLVLBS)000487214LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)994872140101471$ $ $bLanguage of cataloging varies$ $ $erda based,a(BeLVLBS)000487214LBS01-Aleph^,a(BeLVLBS),000487214LBS01-Aleph,a(EXLNZ-32KUL_LIBIS_NETWORK)994872140101471,bLanguage of cataloging varies,,Language of cataloging varies,erda based,,,,,^$0$0$aNVK nieuws.$ $ $6505144,^$0$0$aNVK nieuws.,NVK nieuws.,6505144,,6505144,,6505144,,^$ $ $aAntwerpen$ $ $bNationaal verbond voor kaderpersoneel$ $ $c[1981]-[1986],^,aAntwerpen,aAntwerpen,aAntwerpen,aAntwerpen,Antwerpen,,,bNationaal verbond voor kaderpersoneel,Nationaal verbond voor kaderpersoneel,c[1981]-[1986],,[1981]-[1986],,,,,,,,,^,aMonthly,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$2$ $aLBC-NVK$ $ $gLandelijke bedienden centrale - Nationaal verbond voor kaderpersoneel$ $ $4oth,,,,,,,,,,,,,,^$ $ $aNVK aangesloten bij LBC^$ $ $aUitgave stopgezet,,,,,,,,,,,,,,,,,,,,,,^$ $ $aNZJOURN123,,,,,,,,,,,,,,,,,,,,,,,,,
00782nas  2200229u  4500,782,nas,  2200229u  4500,994914350101480,99491435,101480,840806q19841985ne ur|p||     0|||a|dut c,840806,q,1984,1985,ne, ur|p||     0|||a|du, ur|p||     0|||a|,du,^$ $ $a(BeLVLBS)000491435LBS01-Aleph^$ $ $a1141599^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)994914350101471,a(BeLVLBS)000491435LBS01-Aleph^,a(BeLVLBS),000491435LBS01-Aleph,a1141599^,a(EXLNZ-32KUL_LIBIS_NETWORK)994914350101471,a(EXLNZ-32KUL_LIBIS_NETWORK)994914350101471,,,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,aBeLVLBS,bLanguage of cataloging varies,erda based,^$0$0$aOecumene.,^$0$0$aOecumene.,Oecumene.,,,,,,,^$ $ $aAmersfoort$ $ $bDe Horstink$ $ $c[1984]-[1985],^,aAmersfoort,aAmersfoort,aAmersfoort,aAmersfoort,Amersfoort,,,bDe Horstink,De Horstink,c[1984]-[1985],,[1984]-[1985],,,,,,,,,^,aUnknown,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ae,^$ $7$2UDC$ $ $a23 <05>$ $ $xDogmatiek. Systematische theologie. Theologie:--in strikte zin--Tijdschriften,^$2$ $aSint Willibrord vereniging 's-Hertogenbosch$ $ $4oth,,,,,,,,,,,,,,^$ $ $aSint Willibrord vereniging 's-Hertogenbosch,,,,,,,,,,^$ $ $a0168-5996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00840nab a2200253u  4500,840,nab, a2200253u  4500,994980070101480,99498007,101480,840831s1982    xx |||| |     000|0 dut c,840831,s,1982,    ,xx, |||| |     000|0 du, |||| |     000|0 ,du,^$ $ $a(BeLVLBS)000498007LBS01-Aleph^$ $ $a1157621^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)994980070101471,a(BeLVLBS)000498007LBS01-Aleph^,a(BeLVLBS),000498007LBS01-Aleph,a1157621^,a(EXLNZ-32KUL_LIBIS_NETWORK)994980070101471,a(EXLNZ-32KUL_LIBIS_NETWORK)994980070101471,,,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,aBeLVLBS,bLanguage of cataloging varies,erda based,^$0$0$aChristen-democratie in Latijns-Amerika,^$0$0$aChristen-democratie in Latijns-Amerika,Christen-democratie in Latijns-Amerika,,,,,,,^$ $ $aBrussel$ $ $bCEPESS$ $ $c[1982]-?,^,aBrussel,aBrussel,aBrussel,aBrussel,Brussel,,,bCEPESS,CEPESS,c[1982]-?,,[1982]-?,,,,,,,,,,,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aSpecial issues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ae,,^$2$ $aCentrum voor politieke, economische en sociale studies Brussel.$ $ $4oth, economische en sociale studies Brussel.,4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $a304 p.,^$1$ $aCEPESS-documenten$ $ $v21,5-6,,,^$1$8$x0773-0527$ $ $tCEPESS-documenten$ $ $4773$ $ $gno:host^$1$8$w(BeLVLBS)000498020LBS01-Aleph$ $ $gno:001436366,^$ $ $aNZJOURN123,,,,,,,,,,,,,,,,,,,,,,,
00864nab a2200253u  4500,864,nab, a2200253u  4500,994980100101480,99498010,101480,840831s1982    xx |||| |     000|0 dut c,840831,s,1982,    ,xx, |||| |     000|0 du, |||| |     000|0 ,du,^$ $ $a(BeLVLBS)000498010LBS01-Aleph^$ $ $a1157627^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)994980100101471,a(BeLVLBS)000498010LBS01-Aleph^,a(BeLVLBS),000498010LBS01-Aleph,a1157627^,a(EXLNZ-32KUL_LIBIS_NETWORK)994980100101471,a(EXLNZ-32KUL_LIBIS_NETWORK)994980100101471,,,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,aBeLVLBS,bLanguage of cataloging varies,erda based,^$0$0$aSociale zekerheid en tewerkstelling : een jaar bijzondere machten,^$0$0$aSociale zekerheid en tewerkstelling : een jaar bijzondere machten,Sociale zekerheid en tewerkstelling : een jaar bijzondere machten,,,,,,,^$ $ $aBrussel$ $ $bCEPESS$ $ $c[1982]-?,^,aBrussel,aBrussel,aBrussel,aBrussel,Brussel,,,bCEPESS,CEPESS,c[1982]-?,,[1982]-?,,,,,,,,,,,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aSpecial issues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ae,,^$2$ $aCentrum voor politieke, economische en sociale studies Brussel.$ $ $4oth, economische en sociale studies Brussel.,4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $a89 p.,^$1$ $aCEPESS-documenten$ $ $v21,4,,,^$1$8$x0773-0527$ $ $tCEPESS-documenten$ $ $4773$ $ $gno:host^$1$8$w(BeLVLBS)000498020LBS01-Aleph$ $ $gno:001436366,^$ $ $aNZJOURN123,,,,,,,,,,,,,,,,,,,,,,,
00851nab a2200253u  4500,851,nab, a2200253u  4500,994980180101480,99498018,101480,840831s1982    xx |||| |     000|0 dut c,840831,s,1982,    ,xx, |||| |     000|0 du, |||| |     000|0 ,du,^$ $ $a(BeLVLBS)000498018LBS01-Aleph^$ $ $a1157644^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)994980180101471,a(BeLVLBS)000498018LBS01-Aleph^,a(BeLVLBS),000498018LBS01-Aleph,a1157644^,a(EXLNZ-32KUL_LIBIS_NETWORK)994980180101471,a(EXLNZ-32KUL_LIBIS_NETWORK)994980180101471,,,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,aBeLVLBS,bLanguage of cataloging varies,erda based,^$0$3$aDe toekomst van België : aanvullend opinieonderzoek,^$0$3$aDe toekomst van België : aanvullend opinieonderzoek,De toekomst van België : aanvullend opinieonderzoek,,,,,,,^$ $ $aBrussel$ $ $bCEPESS$ $ $c[1982]-?,^,aBrussel,aBrussel,aBrussel,aBrussel,Brussel,,,bCEPESS,CEPESS,c[1982]-?,,[1982]-?,,,,,,,,,,,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aSpecial issues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ae,,^$2$ $aCentrum voor politieke, economische en sociale studies Brussel.$ $ $4oth, economische en sociale studies Brussel.,4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $a61 p.,^$1$ $aCEPESS-documenten$ $ $v21,3,,,^$1$8$x0773-0527$ $ $tCEPESS-documenten$ $ $4773$ $ $gno:host^$1$8$w(BeLVLBS)000498020LBS01-Aleph$ $ $gno:001436366,^$ $ $aNZJOURN123,,,,,,,,,,,,,,,,,,,,,,,
00767nab  2200241u  4500,767,nab,  2200241u  4500,994980200101480,99498020,101480,840831s1982    xx |||| |     000|0 dut c,840831,s,1982,    ,xx, |||| |     000|0 du, |||| |     000|0 ,du,^$ $ $a(BeLVLBS)000498020LBS01-Aleph^$ $ $a1157648^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)994980200101471,a(BeLVLBS)000498020LBS01-Aleph^,a(BeLVLBS),000498020LBS01-Aleph,a1157648^,a(EXLNZ-32KUL_LIBIS_NETWORK)994980200101471,a(EXLNZ-32KUL_LIBIS_NETWORK)994980200101471,,,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,aBeLVLBS,bLanguage of cataloging varies,erda based,^$0$0$aFeiten en documenten 1981,^$0$0$aFeiten en documenten 1981,Feiten en documenten 1981,,,,,,,^$ $ $aBrussel$ $ $bCEPESS$ $ $c[1982]-?,^,aBrussel,aBrussel,aBrussel,aBrussel,Brussel,,,bCEPESS,CEPESS,c[1982]-?,,[1982]-?,,,,,,,,,,,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aSpecial issues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ae,,^$2$ $aCentrum voor politieke, economische en sociale studies Brussel.$ $ $4oth, economische en sociale studies Brussel.,4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $a198 p.,^$1$ $aCEPESS-documenten$ $ $v21,1-2,,,^$1$8$x0773-0527$ $ $tCEPESS-documenten$ $ $4773$ $ $gno:host,^$ $ $aNZJOURN123,,,,,,,,,,,,,,,,,,,,,,,
00852nab a2200253u  4500,852,nab, a2200253u  4500,994980240101480,99498024,101480,840831s1981    xx |||| |     000|0 dut c,840831,s,1981,    ,xx, |||| |     000|0 du, |||| |     000|0 ,du,^$ $ $a(BeLVLBS)000498024LBS01-Aleph^$ $ $a1157656^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)994980240101471,a(BeLVLBS)000498024LBS01-Aleph^,a(BeLVLBS),000498024LBS01-Aleph,a1157656^,a(EXLNZ-32KUL_LIBIS_NETWORK)994980240101471,a(EXLNZ-32KUL_LIBIS_NETWORK)994980240101471,,,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,aBeLVLBS,bLanguage of cataloging varies,erda based,^$0$0$aVerkiezingsprogramma's en regeringsverklaring 1981,^$0$0$aVerkiezingsprogramma's en regeringsverklaring 1981,Verkiezingsprogramma's en regeringsverklaring 1981,,,,,,,^$ $ $aBrussel$ $ $bCEPESS$ $ $c[1981]-?,^,aBrussel,aBrussel,aBrussel,aBrussel,Brussel,,,bCEPESS,CEPESS,c[1981]-?,,[1981]-?,,,,,,,,,,,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aSpecial issues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ae,,^$2$ $aCentrum voor politieke, economische en sociale studies Brussel.$ $ $4oth, economische en sociale studies Brussel.,4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $a269 p.,^$1$ $aCEPESS-documenten$ $ $v20,4-5,,,^$1$8$x0773-0527$ $ $tCEPESS-documenten$ $ $4773$ $ $gno:host^$1$8$w(BeLVLBS)000498026LBS01-Aleph$ $ $gno:001436326,^$ $ $aNZJOURN123,,,,,,,,,,,,,,,,,,,,,,,
00812nab a2200253u  4500,812,nab, a2200253u  4500,994980250101480,99498025,101480,840831s1981    xx |||| |     000|0 dut c,840831,s,1981,    ,xx, |||| |     000|0 du, |||| |     000|0 ,du,^$ $ $a(BeLVLBS)000498025LBS01-Aleph^$ $ $a1157659^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)994980250101471,a(BeLVLBS)000498025LBS01-Aleph^,a(BeLVLBS),000498025LBS01-Aleph,a1157659^,a(EXLNZ-32KUL_LIBIS_NETWORK)994980250101471,a(EXLNZ-32KUL_LIBIS_NETWORK)994980250101471,,,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,aBeLVLBS,bLanguage of cataloging varies,erda based,^$0$0$aConcurrentie,^$0$0$aConcurrentie,Concurrentie,,,,,,,^$ $ $aBrussel$ $ $bCEPESS$ $ $c[1981]-?,^,aBrussel,aBrussel,aBrussel,aBrussel,Brussel,,,bCEPESS,CEPESS,c[1981]-?,,[1981]-?,,,,,,,,,,,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aSpecial issues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ae,,^$2$ $aCentrum voor politieke, economische en sociale studies Brussel.$ $ $4oth, economische en sociale studies Brussel.,4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $a188 p.,^$1$ $aCEPESS-documenten$ $ $v20,3,,,^$1$8$x0773-0527$ $ $tCEPESS-documenten$ $ $4773$ $ $gno:host^$1$8$w(BeLVLBS)000498026LBS01-Aleph$ $ $gno:001436326,^$ $ $aNZJOURN123,,,,,,,,,,,,,,,,,,,,,,,
00767nab  2200241u  4500,767,nab,  2200241u  4500,994980260101480,99498026,101480,840831s1981    xx |||| |     000|0 dut c,840831,s,1981,    ,xx, |||| |     000|0 du, |||| |     000|0 ,du,^$ $ $a(BeLVLBS)000498026LBS01-Aleph^$ $ $a1157661^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)994980260101471,a(BeLVLBS)000498026LBS01-Aleph^,a(BeLVLBS),000498026LBS01-Aleph,a1157661^,a(EXLNZ-32KUL_LIBIS_NETWORK)994980260101471,a(EXLNZ-32KUL_LIBIS_NETWORK)994980260101471,,,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,aBeLVLBS,bLanguage of cataloging varies,erda based,^$0$0$aFeiten en documenten 1980,^$0$0$aFeiten en documenten 1980,Feiten en documenten 1980,,,,,,,^$ $ $aBrussel$ $ $bCEPESS$ $ $c[1981]-?,^,aBrussel,aBrussel,aBrussel,aBrussel,Brussel,,,bCEPESS,CEPESS,c[1981]-?,,[1981]-?,,,,,,,,,,,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aSpecial issues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ae,,^$2$ $aCentrum voor politieke, economische en sociale studies Brussel.$ $ $4oth, economische en sociale studies Brussel.,4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $a242 p.,^$1$ $aCEPESS-documenten$ $ $v20,1-2,,,^$1$8$x0773-0527$ $ $tCEPESS-documenten$ $ $4773$ $ $gno:host,^$ $ $aNZJOURN123,,,,,,,,,,,,,,,,,,,,,,,
00907nas  2200205u  4500,907,nas,  2200205u  4500,995016560101480,99501656,101480,840831s1981    xx |||| |     000|0 dut c,840831,s,1981,    ,xx, |||| |     000|0 du, |||| |     000|0 ,du,^$ $ $a(BeLVLBS)000501656LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)995016560101471$ $ $bLanguage of cataloging varies$ $ $erda based,a(BeLVLBS)000501656LBS01-Aleph^,a(BeLVLBS),000501656LBS01-Aleph,a(EXLNZ-32KUL_LIBIS_NETWORK)995016560101471,bLanguage of cataloging varies,,Language of cataloging varies,erda based,,,,,^$0$0$aWorld Council of Churches. Women in church and society. Women in a changing world$ $ $61203014,^$0$0$aWorld Council of Churches. Women in church and society. Women in a changing world,World Council of Churches. Women in church and society. Women in a changing world,61203014,,61203014,,61203014,,^$ $ $aGeneva$ $ $bWorld council of churches$ $ $c[1983]-[1991],^,aGeneva,aGeneva,aGeneva,aGeneva,Geneva,,,bWorld council of churches,World Council of Churches,c[1983]-[1991],,[1983]-[1991],,,,,,,,,^,aUnknown,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $7$2UDC$ $ $a266 <05>$ $ $xMissies. Evangelisatie. Zending--Tijdschriften,^$2$ $aWorld Council of Churches. Women in Church and Society$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aFusion with: WCC. Education and renewal unit. Youth and: WCC. Church and society newsletter and: WCC. Programme to combat racism and: WCC. CCPD: for a change ...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00894nas  2200253u  4500,894,nas,  2200253u  4500,995115660101480,99511566,101480,841009c19849999be qr|p||     0|||a|fre c,841009,c,1984,9999,be, qr|p||     0|||a|fr, qr|p||     0|||a|,fr,^$ $ $a(BeLVLBS)000511566LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)995115660101471,a(BeLVLBS)000511566LBS01-Aleph^,a(BeLVLBS),000511566LBS01-Aleph,a(EXLNZ-32KUL_LIBIS_NETWORK)995115660101471,,,,,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,aBeLVLBS,bLanguage of cataloging varies,erda based,^$0$0$aSolidarité-Orient$ $ $613061186,^$0$0$aSolidarité-Orient,Solidarité-Orient,613061186,,613061186,,613061186,,,,,,,,,,,,,,,[1984]-,,,,,,,,,^,aQuarterly,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c[1984]-^$ $1$aBruxelles$ $ $bSolidarité-Orient$ $ $3[1984]-,,c[1984]-,c[1984]-,,,,,aBruxelles$ $ $bSolidarité-Orient$ $ $3[1984]-,,Bruxelles$ $ $bSolidarité-Orient$ $ $3[1984]-,Bruxelles,bSolidarité-Orient,3[1984]-,c[1984]-,[1984]-,,,,,,,,,,,,,,,,,,,,^$ $ $aKADOC$ $ $bphysical$ $ $c202006$ $ $9local,,^$ $7$2UDC$ $ $a23 <05>$ $ $xDogmatiek. Systematische theologie. Theologie:--in strikte zin--Tijdschriften^$ $7$2KADOC$ $ $aC2$ $ $xReligieuze instituten$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $amissie$ $ $6(ODIS-TW)1319,,,,,,,,,,,,,,,,^$1$8$w(BeLVLBS)000071226LBS01-Aleph$ $ $tOeuvre d'Orient$ $ $4780,^$1$8$w(BeLVLBS)000071226LBS01-Aleph,tOeuvre d'Orient,4780,,,,,,^$ $ $a0776-8524,,,^$ $ $aVoorzetting van: Oeuvre d'Orient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00898nam  2200253u  4500,898,nam,  2200253u  4500,995178620101480,99517862,101480,841022s1984    xx |||| |     000|0 dut c,841022,s,1984,    ,xx, |||| |     000|0 du, |||| |     000|0 ,du,^$ $ $a(BeLVLBS)000517862LBS01-Aleph^$ $ $a1206462^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)995178620101471,a(BeLVLBS)000517862LBS01-Aleph^,a(BeLVLBS),000517862LBS01-Aleph,a1206462^,a(EXLNZ-32KUL_LIBIS_NETWORK)995178620101471,a(EXLNZ-32KUL_LIBIS_NETWORK)995178620101471,,,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,aBeLVLBS,bLanguage of cataloging varies,erda based,^$0$0$aGodeliph,^$0$0$aGodeliph,Godeliph,,,,,,, 1084-1984., 1084-1984.,,,,,,,,,,,,,,,,,,,,,^,aTielt,bLannoo,c1984,eTielt,fLannoo,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.af,^$ $7$2UDC$ $ $a235.3 GODELIEVE$ $ $xHagiografie--GODELIEVE^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aChristelijk Vlaams kunstenaarsverbond$ $ $4oth,^$2$ $aChristelijk Vlaams kunstenaarsverbond,4oth,,,,,,,,,,,,^$ $ $aChristelijk Vlaams kunstenaarsverbond,^,aChristelijk Vlaams kunstenaarsverbond,,,,,,,,,,,,,,,^$ $ $ap. 145-198.$ $ $bill.,^$1$ $aVlaanderen : tweemaandelijks tijdschrift voor kunst en cultuur$ $ $v200,^$1$ $aDe Puydt, Raoul Maria$ $ $4edt,,,,,,,,,,,,,,,,,,,,,,,,,,
00825nab  2200253u  4500,825,nab,  2200253u  4500,995366420101480,99536642,101480,841130s1984    xx |||| |     000|0 dut c,841130,s,1984,    ,xx, |||| |     000|0 du, |||| |     000|0 ,du,^$ $ $a(BeLVLBS)000536642LBS01-Aleph^$ $ $a1256783^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)995366420101471,a(BeLVLBS)000536642LBS01-Aleph^,a(BeLVLBS),000536642LBS01-Aleph,a1256783^,a(EXLNZ-32KUL_LIBIS_NETWORK)995366420101471,a(EXLNZ-32KUL_LIBIS_NETWORK)995366420101471,,,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,aBeLVLBS,bLanguage of cataloging varies,erda based,^$0$0$aFeiten en documenten 1983,^$0$0$aFeiten en documenten 1983,Feiten en documenten 1983,,,,,,,^$ $ $aBrussel$ $ $bCEPESS$ $ $c1984,^,aBrussel,aBrussel,aBrussel,aBrussel,Brussel,,,bCEPESS,CEPESS,c1984,,[1984]-?,,,,,,,,,,,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aSpecial issues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.af,,^$2$ $aCentrum voor politieke, economische en sociale studies Brussel.$ $ $4oth, economische en sociale studies Brussel.,4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $a214 p.,^$1$ $aCEPESS-documenten$ $ $v23,2,,,^$1$8$x0773-0527$ $ $tCEPESS-documenten$ $ $4773$ $ $gno:host^$1$8$w(BeLVLBS)000536645LBS01-Aleph$ $ $gno:001436435,^$ $ $aNZJOURN123,,,,,,,,,,,,,,,,,,,,,,,
01056nab a2200301u  4500,1056,nab, a2200301u  4500,995366450101480,99536645,101480,770101s1984    xx |||| |     000|0 dut c,770101,s,1984,    ,xx, |||| |     000|0 du, |||| |     000|0 ,du,^$ $ $a(BeLVLBS)000536645LBS01-Aleph^$ $ $a1256789^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)995366450101471,a(BeLVLBS)000536645LBS01-Aleph^,a(BeLVLBS),000536645LBS01-Aleph,a1256789^,a(EXLNZ-32KUL_LIBIS_NETWORK)995366450101471,a(EXLNZ-32KUL_LIBIS_NETWORK)995366450101471,,,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,aBeLVLBS,bLanguage of cataloging varies,erda based,^$0$3$aDe rijksbegroting in België,^$0$3$aDe rijksbegroting in België,De rijksbegroting in België,,,,,,,^$ $ $aBrussel$ $ $bCEPESS$ $ $c1984,^,aBrussel,aBrussel,aBrussel,aBrussel,Brussel,,,bCEPESS,CEPESS,c1984,,[1984]-?,,,,,,,,,,,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aSpecial issues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.af,^$ $7$2KUL$ $ $a#SBIB:35H220$ $ $xFinancieel management bij de overheid: algemene werken^$ $7$2KUL$ $ $a#SBIB:35H6019$ $ $xBestuur en beleid: nationale en regionale studies: België^$ $7$2KUL$ $ $a#SBIB:IO,^$2$ $aCentrum voor politieke, economische en sociale studies Brussel.$ $ $4oth, economische en sociale studies Brussel.,4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $a178 p.,^$1$ $aCEPESS-documenten$ $ $v23,1,^$1$ $aVan de Voorde, A.$ $ $4aut^$1$ $aStienlet, G.$ $ $4aut,,^$1$8$x0773-0527$ $ $tCEPESS-documenten$ $ $4773$ $ $gno:host,^$ $ $aNZJOURN123,,,,,,,,,,,,,,,,,,,,,
